////////////////////////////////////////////////////////																															
// text ver. 1.0.0.2																															
// version 1.01  - T서버																															
// version 1.01  - M서버																															
// 최종작업자 - 이민정																															
// 최종작업일 - 2006-09-18  2:53:18 PM																															
// 내용 - 가중치 변경																															
////////////////////////////////////////////////////////																															
// 주의 - 최소레벨 및 lv0~lv13 값의 범위는 0~255																															
// 주의2 - 방어구류의 생명력 자동 증가량 상승은 반드시 강화옵션 이외의 기본 옵션으로 자생옵이 있어야 발동됨																															
																															
// 옵션 타입	옵션 이름	가중치	최소레벨	lv0	rzen0	lv1	rzen1	lv2	rzen2	lv3	rzen3	lv4	rzen4	lv5	rzen5	lv6	rzen6	lv7	rzen7	lv8	rzen8	lv9	rzen9	lv10	rzen10	lv11	rzen11	lv12	rzen12	lv13	rzen13
43	"신규 조화의보석 옵션 43"	20	0	2	100000	3	110000	4	120000	5	130000	6	140000	7	150000	9	200000	11	220000	12	240000	14	280000	15	320000	16	360000	17	400000	20	500000
44	"신규 조화의보석 옵션 44"	20	0	2	100000	3	110000	4	120000	5	130000	6	140000	7	150000	9	200000	11	220000	12	240000	14	280000	15	320000	16	360000	17	400000	20	500000
45	"신규 조화의보석 옵션 45"	20	0	2	100000	3	110000	4	120000	5	130000	6	140000	7	150000	9	200000	11	220000	12	240000	14	280000	15	320000	16	360000	17	400000	20	500000
46	"신규 조화의보석 옵션 46"	20	0	2	100000	3	110000	4	120000	5	130000	6	140000	7	150000	9	200000	11	220000	12	240000	14	280000	15	320000	16	360000	17	400000	20	500000
47	"신규 조화의보석 옵션 47"	20	0	2	100000	3	110000	4	120000	5	130000	6	140000	7	150000	9	200000	11	220000	12	240000	14	280000	15	320000	16	360000	17	400000	20	500000
48	"신규 조화의보석 옵션 48"	20	0	2	100000	3	110000	4	120000	5	130000	6	140000	7	150000	9	200000	11	220000	12	240000	14	280000	15	320000	16	360000	17	400000	20	500000
49	"신규 조화의보석 옵션 49"	20	0	2	100000	3	110000	4	120000	5	130000	6	140000	7	150000	9	200000	11	220000	12	240000	14	280000	15	320000	16	360000	17	400000	20	500000
50	"신규 조화의보석 옵션 50"	20	0	2	100000	3	110000	4	120000	5	130000	6	140000	7	150000	9	200000	11	220000	12	240000	14	280000	15	320000	16	360000	17	400000	20	500000
51	"신규 조화의보석 옵션 51"	20	0	2	100000	3	110000	4	120000	5	130000	6	140000	7	150000	9	200000	11	220000	12	240000	14	280000	15	320000	16	360000	17	400000	20	500000
52	"신규 조화의보석 옵션 52"	20	0	2	100000	3	110000	4	120000	5	130000	6	140000	7	150000	9	200000	11	220000	12	240000	14	280000	15	320000	16	360000	17	400000	20	500000
53	"신규 조화의보석 옵션 53"	20	0	2	100000	3	110000	4	120000	5	130000	6	140000	7	150000	9	200000	11	220000	12	240000	14	280000	15	320000	16	360000	17	400000	20	500000
54	"신규 조화의보석 옵션 54"	20	0	2	100000	3	110000	4	120000	5	130000	6	140000	7	150000	9	200000	11	220000	12	240000	14	280000	15	320000	16	360000	17	400000	20	500000
55	"신규 조화의보석 옵션 55"	20	0	2	100000	3	110000	4	120000	5	130000	6	140000	7	150000	9	200000	11	220000	12	240000	14	280000	15	320000	16	360000	17	400000	20	500000
56	"신규 조화의보석 옵션 56"	20	0	2	100000	3	110000	4	120000	5	130000	6	140000	7	150000	9	200000	11	220000	12	240000	14	280000	15	320000	16	360000	17	400000	20	500000
57	"신규 조화의보석 옵션 57"	20	0	2	100000	3	110000	4	120000	5	130000	6	140000	7	150000	9	200000	11	220000	12	240000	14	280000	15	320000	16	360000	17	400000	20	500000
58	"신규 조화의보석 옵션 58"	20	0	2	100000	3	110000	4	120000	5	130000	6	140000	7	150000	9	200000	11	220000	12	240000	14	280000	15	320000	16	360000	17	400000	20	500000
59	"신규 조화의보석 옵션 59"	20	0	2	100000	3	110000	4	120000	5	130000	6	140000	7	150000	9	200000	11	220000	12	240000	14	280000	15	320000	16	360000	17	400000	20	500000
60	"신규 조화의보석 옵션 60"	20	0	2	100000	3	110000	4	120000	5	130000	6	140000	7	150000	9	200000	11	220000	12	240000	14	280000	15	320000	16	360000	17	400000	20	500000
61	"신규 조화의보석 옵션 61"	20	0	2	100000	3	110000	4	120000	5	130000	6	140000	7	150000	9	200000	11	220000	12	240000	14	280000	15	320000	16	360000	17	400000	20	500000
62	"신규 조화의보석 옵션 62"	20	0	2	100000	3	110000	4	120000	5	130000	6	140000	7	150000	9	200000	11	220000	12	240000	14	280000	15	320000	16	360000	17	400000	20	500000
63	"신규 조화의보석 옵션 63"	20	0	2	100000	3	110000	4	120000	5	130000	6	140000	7	150000	9	200000	11	220000	12	240000	14	280000	15	320000	16	360000	17	400000	20	500000
64	"신규 조화의보석 옵션 64"	20	0	2	100000	3	110000	4	120000	5	130000	6	140000	7	150000	9	200000	11	220000	12	240000	14	280000	15	320000	16	360000	17	400000	20	500000
65	"신규 조화의보석 옵션 65"	20	0	2	100000	3	110000	4	120000	5	130000	6	140000	7	150000	9	200000	11	220000	12	240000	14	280000	15	320000	16	360000	17	400000	20	500000
66	"신규 조화의보석 옵션 66"	20	0	2	100000	3	110000	4	120000	5	130000	6	140000	7	150000	9	200000	11	220000	12	240000	14	280000	15	320000	16	360000	17	400000	20	500000
67	"신규 조화의보석 옵션 67"	20	0	2	100000	3	110000	4	120000	5	130000	6	140000	7	150000	9	200000	11	220000	12	240000	14	280000	15	320000	16	360000	17	400000	20	500000
68	"신규 조화의보석 옵션 68"	20	0	2	100000	3	110000	4	120000	5	130000	6	140000	7	150000	9	200000	11	220000	12	240000	14	280000	15	320000	16	360000	17	400000	20	500000
69	"신규 조화의보석 옵션 69"	20	0	2	100000	3	110000	4	120000	5	130000	6	140000	7	150000	9	200000	11	220000	12	240000	14	280000	15	320000	16	360000	17	400000	20	500000
70	"신규 조화의보석 옵션 70"	20	0	2	100000	3	110000	4	120000	5	130000	6	140000	7	150000	9	200000	11	220000	12	240000	14	280000	15	320000	16	360000	17	400000	20	500000
71	"신규 조화의보석 옵션 71"	20	0	2	100000	3	110000	4	120000	5	130000	6	140000	7	150000	9	200000	11	220000	12	240000	14	280000	15	320000	16	360000	17	400000	20	500000
72	"신규 조화의보석 옵션 72"	20	0	2	100000	3	110000	4	120000	5	130000	6	140000	7	150000	9	200000	11	220000	12	240000	14	280000	15	320000	16	360000	17	400000	20	500000
73	"신규 조화의보석 옵션 73"	20	0	2	100000	3	110000	4	120000	5	130000	6	140000	7	150000	9	200000	11	220000	12	240000	14	280000	15	320000	16	360000	17	400000	20	500000
74	"신규 조화의보석 옵션 74"	20	0	2	100000	3	110000	4	120000	5	130000	6	140000	7	150000	9	200000	11	220000	12	240000	14	280000	15	320000	16	360000	17	400000	20	500000
75	"신규 조화의보석 옵션 75"	20	0	2	100000	3	110000	4	120000	5	130000	6	140000	7	150000	9	200000	11	220000	12	240000	14	280000	15	320000	16	360000	17	400000	20	500000
76	"신규 조화의보석 옵션 76"	20	0	2	100000	3	110000	4	120000	5	130000	6	140000	7	150000	9	200000	11	220000	12	240000	14	280000	15	320000	16	360000	17	400000	20	500000
77	"신규 조화의보석 옵션 77"	20	0	2	100000	3	110000	4	120000	5	130000	6	140000	7	150000	9	200000	11	220000	12	240000	14	280000	15	320000	16	360000	17	400000	20	500000
78	"신규 조화의보석 옵션 78"	20	0	2	100000	3	110000	4	120000	5	130000	6	140000	7	150000	9	200000	11	220000	12	240000	14	280000	15	320000	16	360000	17	400000	20	500000
79	"신규 조화의보석 옵션 79"	20	0	2	100000	3	110000	4	120000	5	130000	6	140000	7	150000	9	200000	11	220000	12	240000	14	280000	15	320000	16	360000	17	400000	20	500000
80	"신규 조화의보석 옵션 80"	20	0	2	100000	3	110000	4	120000	5	130000	6	140000	7	150000	9	200000	11	220000	12	240000	14	280000	15	320000	16	360000	17	400000	20	500000
81	"신규 조화의보석 옵션 81"	20	0	2	100000	3	110000	4	120000	5	130000	6	140000	7	150000	9	200000	11	220000	12	240000	14	280000	15	320000	16	360000	17	400000	20	500000
82	"신규 조화의보석 옵션 82"	20	0	2	100000	3	110000	4	120000	5	130000	6	140000	7	150000	9	200000	11	220000	12	240000	14	280000	15	320000	16	360000	17	400000	20	500000
83	"신규 조화의보석 옵션 83"	20	0	2	100000	3	110000	4	120000	5	130000	6	140000	7	150000	9	200000	11	220000	12	240000	14	280000	15	320000	16	360000	17	400000	20	500000
84	"신규 조화의보석 옵션 84"	20	0	2	100000	3	110000	4	120000	5	130000	6	140000	7	150000	9	200000	11	220000	12	240000	14	280000	15	320000	16	360000	17	400000	20	500000
85	"신규 조화의보석 옵션 85"	20	0	2	100000	3	110000	4	120000	5	130000	6	140000	7	150000	9	200000	11	220000	12	240000	14	280000	15	320000	16	360000	17	400000	20	500000
86	"신규 조화의보석 옵션 86"	20	0	2	100000	3	110000	4	120000	5	130000	6	140000	7	150000	9	200000	11	220000	12	240000	14	280000	15	320000	16	360000	17	400000	20	500000
87	"신규 조화의보석 옵션 87"	20	0	2	100000	3	110000	4	120000	5	130000	6	140000	7	150000	9	200000	11	220000	12	240000	14	280000	15	320000	16	360000	17	400000	20	500000
88	"신규 조화의보석 옵션 88"	20	0	2	100000	3	110000	4	120000	5	130000	6	140000	7	150000	9	200000	11	220000	12	240000	14	280000	15	320000	16	360000	17	400000	20	500000
89	"신규 조화의보석 옵션 89"	20	0	2	100000	3	110000	4	120000	5	130000	6	140000	7	150000	9	200000	11	220000	12	240000	14	280000	15	320000	16	360000	17	400000	20	500000
90	"신규 조화의보석 옵션 90"	20	0	2	100000	3	110000	4	120000	5	130000	6	140000	7	150000	9	200000	11	220000	12	240000	14	280000	15	320000	16	360000	17	400000	20	500000
91	"신규 조화의보석 옵션 91"	20	0	2	100000	3	110000	4	120000	5	130000	6	140000	7	150000	9	200000	11	220000	12	240000	14	280000	15	320000	16	360000	17	400000	20	500000
92	"신규 조화의보석 옵션 92"	20	0	2	100000	3	110000	4	120000	5	130000	6	140000	7	150000	9	200000	11	220000	12	240000	14	280000	15	320000	16	360000	17	400000	20	500000
93	"신규 조화의보석 옵션 93"	20	0	2	100000	3	110000	4	120000	5	130000	6	140000	7	150000	9	200000	11	220000	12	240000	14	280000	15	320000	16	360000	17	400000	20	500000
94	"신규 조화의보석 옵션 94"	20	0	2	100000	3	110000	4	120000	5	130000	6	140000	7	150000	9	200000	11	220000	12	240000	14	280000	15	320000	16	360000	17	400000	20	500000
95	"신규 조화의보석 옵션 95"	20	0	2	100000	3	110000	4	120000	5	130000	6	140000	7	150000	9	200000	11	220000	12	240000	14	280000	15	320000	16	360000	17	400000	20	500000
96	"신규 조화의보석 옵션 96"	20	0	2	100000	3	110000	4	120000	5	130000	6	140000	7	150000	9	200000	11	220000	12	240000	14	280000	15	320000	16	360000	17	400000	20	500000
97	"신규 조화의보석 옵션 97"	20	0	2	100000	3	110000	4	120000	5	130000	6	140000	7	150000	9	200000	11	220000	12	240000	14	280000	15	320000	16	360000	17	400000	20	500000
98	"신규 조화의보석 옵션 98"	20	0	2	100000	3	110000	4	120000	5	130000	6	140000	7	150000	9	200000	11	220000	12	240000	14	280000	15	320000	16	360000	17	400000	20	500000
99	"신규 조화의보석 옵션 99"	20	0	2	100000	3	110000	4	120000	5	130000	6	140000	7	150000	9	200000	11	220000	12	240000	14	280000	15	320000	16	360000	17	400000	20	500000
100	"신규 조화의보석 옵션 100"	20	0	2	100000	3	110000	4	120000	5	130000	6	140000	7	150000	9	200000	11	220000	12	240000	14	280000	15	320000	16	360000	17	400000	20	500000
101	"신규 조화의보석 옵션 101"	20	0	2	100000	3	110000	4	120000	5	130000	6	140000	7	150000	9	200000	11	220000	12	240000	14	280000	15	320000	16	360000	17	400000	20	500000
102	"신규 조화의보석 옵션 102"	20	0	2	100000	3	110000	4	120000	5	130000	6	140000	7	150000	9	200000	11	220000	12	240000	14	280000	15	320000	16	360000	17	400000	20	500000
103	"신규 조화의보석 옵션 103"	20	0	2	100000	3	110000	4	120000	5	130000	6	140000	7	150000	9	200000	11	220000	12	240000	14	280000	15	320000	16	360000	17	400000	20	500000
104	"신규 조화의보석 옵션 104"	20	0	2	100000	3	110000	4	120000	5	130000	6	140000	7	150000	9	200000	11	220000	12	240000	14	280000	15	320000	16	360000	17	400000	20	500000
105	"신규 조화의보석 옵션 105"	20	0	2	100000	3	110000	4	120000	5	130000	6	140000	7	150000	9	200000	11	220000	12	240000	14	280000	15	320000	16	360000	17	400000	20	500000
106	"신규 조화의보석 옵션 106"	20	0	2	100000	3	110000	4	120000	5	130000	6	140000	7	150000	9	200000	11	220000	12	240000	14	280000	15	320000	16	360000	17	400000	20	500000
107	"신규 조화의보석 옵션 107"	20	0	2	100000	3	110000	4	120000	5	130000	6	140000	7	150000	9	200000	11	220000	12	240000	14	280000	15	320000	16	360000	17	400000	20	500000
108	"신규 조화의보석 옵션 108"	20	0	2	100000	3	110000	4	120000	5	130000	6	140000	7	150000	9	200000	11	220000	12	240000	14	280000	15	320000	16	360000	17	400000	20	500000
109	"신규 조화의보석 옵션 109"	20	0	2	100000	3	110000	4	120000	5	130000	6	140000	7	150000	9	200000	11	220000	12	240000	14	280000	15	320000	16	360000	17	400000	20	500000
110	"신규 조화의보석 옵션 110"	20	0	2	100000	3	110000	4	120000	5	130000	6	140000	7	150000	9	200000	11	220000	12	240000	14	280000	15	320000	16	360000	17	400000	20	500000
111	"신규 조화의보석 옵션 111"	20	0	2	100000	3	110000	4	120000	5	130000	6	140000	7	150000	9	200000	11	220000	12	240000	14	280000	15	320000	16	360000	17	400000	20	500000
112	"신규 조화의보석 옵션 112"	20	0	2	100000	3	110000	4	120000	5	130000	6	140000	7	150000	9	200000	11	220000	12	240000	14	280000	15	320000	16	360000	17	400000	20	500000
113	"신규 조화의보석 옵션 113"	20	0	2	100000	3	110000	4	120000	5	130000	6	140000	7	150000	9	200000	11	220000	12	240000	14	280000	15	320000	16	360000	17	400000	20	500000
114	"신규 조화의보석 옵션 114"	20	0	2	100000	3	110000	4	120000	5	130000	6	140000	7	150000	9	200000	11	220000	12	240000	14	280000	15	320000	16	360000	17	400000	20	500000
115	"신규 조화의보석 옵션 115"	20	0	2	100000	3	110000	4	120000	5	130000	6	140000	7	150000	9	200000	11	220000	12	240000	14	280000	15	320000	16	360000	17	400000	20	500000
116	"신규 조화의보석 옵션 116"	20	0	2	100000	3	110000	4	120000	5	130000	6	140000	7	150000	9	200000	11	220000	12	240000	14	280000	15	320000	16	360000	17	400000	20	500000
117	"신규 조화의보석 옵션 117"	20	0	2	100000	3	110000	4	120000	5	130000	6	140000	7	150000	9	200000	11	220000	12	240000	14	280000	15	320000	16	360000	17	400000	20	500000
118	"신규 조화의보석 옵션 118"	20	0	2	100000	3	110000	4	120000	5	130000	6	140000	7	150000	9	200000	11	220000	12	240000	14	280000	15	320000	16	360000	17	400000	20	500000
119	"신규 조화의보석 옵션 119"	20	0	2	100000	3	110000	4	120000	5	130000	6	140000	7	150000	9	200000	11	220000	12	240000	14	280000	15	320000	16	360000	17	400000	20	500000
120	"신규 조화의보석 옵션 120"	20	0	2	100000	3	110000	4	120000	5	130000	6	140000	7	150000	9	200000	11	220000	12	240000	14	280000	15	320000	16	360000	17	400000	20	500000
121	"신규 조화의보석 옵션 121"	20	0	2	100000	3	110000	4	120000	5	130000	6	140000	7	150000	9	200000	11	220000	12	240000	14	280000	15	320000	16	360000	17	400000	20	500000
122	"신규 조화의보석 옵션 122"	20	0	2	100000	3	110000	4	120000	5	130000	6	140000	7	150000	9	200000	11	220000	12	240000	14	280000	15	320000	16	360000	17	400000	20	500000
123	"신규 조화의보석 옵션 123"	20	0	2	100000	3	110000	4	120000	5	130000	6	140000	7	150000	9	200000	11	220000	12	240000	14	280000	15	320000	16	360000	17	400000	20	500000
124	"신규 조화의보석 옵션 124"	20	0	2	100000	3	110000	4	120000	5	130000	6	140000	7	150000	9	200000	11	220000	12	240000	14	280000	15	320000	16	360000	17	400000	20	500000
125	"신규 조화의보석 옵션 125"	20	0	2	100000	3	110000	4	120000	5	130000	6	140000	7	150000	9	200000	11	220000	12	240000	14	280000	15	320000	16	360000	17	400000	20	500000
126	"신규 조화의보석 옵션 126"	20	0	2	100000	3	110000	4	120000	5	130000	6	140000	7	150000	9	200000	11	220000	12	240000	14	280000	15	320000	16	360000	17	400000	20	500000
127	"신규 조화의보석 옵션 127"	20	0	2	100000	3	110000	4	120000	5	130000	6	140000	7	150000	9	200000	11	220000	12	240000	14	280000	15	320000	16	360000	17	400000	20	500000
128	"신규 조화의보석 옵션 128"	20	0	2	100000	3	110000	4	120000	5	130000	6	140000	7	150000	9	200000	11	220000	12	240000	14	280000	15	320000	16	360000	17	400000	20	500000
129	"신규 조화의보석 옵션 129"	20	0	2	100000	3	110000	4	120000	5	130000	6	140000	7	150000	9	200000	11	220000	12	240000	14	280000	15	320000	16	360000	17	400000	20	500000
130	"신규 조화의보석 옵션 130"	20	0	2	100000	3	110000	4	120000	5	130000	6	140000	7	150000	9	200000	11	220000	12	240000	14	280000	15	320000	16	360000	17	400000	20	500000
131	"신규 조화의보석 옵션 131"	20	0	2	100000	3	110000	4	120000	5	130000	6	140000	7	150000	9	200000	11	220000	12	240000	14	280000	15	320000	16	360000	17	400000	20	500000
132	"신규 조화의보석 옵션 132"	20	0	2	100000	3	110000	4	120000	5	130000	6	140000	7	150000	9	200000	11	220000	12	240000	14	280000	15	320000	16	360000	17	400000	20	500000
133	"신규 조화의보석 옵션 133"	20	0	2	100000	3	110000	4	120000	5	130000	6	140000	7	150000	9	200000	11	220000	12	240000	14	280000	15	320000	16	360000	17	400000	20	500000
134	"신규 조화의보석 옵션 134"	20	0	2	100000	3	110000	4	120000	5	130000	6	140000	7	150000	9	200000	11	220000	12	240000	14	280000	15	320000	16	360000	17	400000	20	500000
135	"신규 조화의보석 옵션 135"	20	0	2	100000	3	110000	4	120000	5	130000	6	140000	7	150000	9	200000	11	220000	12	240000	14	280000	15	320000	16	360000	17	400000	20	500000
136	"신규 조화의보석 옵션 136"	20	0	2	100000	3	110000	4	120000	5	130000	6	140000	7	150000	9	200000	11	220000	12	240000	14	280000	15	320000	16	360000	17	400000	20	500000
137	"신규 조화의보석 옵션 137"	20	0	2	100000	3	110000	4	120000	5	130000	6	140000	7	150000	9	200000	11	220000	12	240000	14	280000	15	320000	16	360000	17	400000	20	500000
138	"신규 조화의보석 옵션 138"	20	0	2	100000	3	110000	4	120000	5	130000	6	140000	7	150000	9	200000	11	220000	12	240000	14	280000	15	320000	16	360000	17	400000	20	500000
139	"신규 조화의보석 옵션 139"	20	0	2	100000	3	110000	4	120000	5	130000	6	140000	7	150000	9	200000	11	220000	12	240000	14	280000	15	320000	16	360000	17	400000	20	500000
140	"신규 조화의보석 옵션 140"	20	0	2	100000	3	110000	4	120000	5	130000	6	140000	7	150000	9	200000	11	220000	12	240000	14	280000	15	320000	16	360000	17	400000	20	500000
141	"신규 조화의보석 옵션 141"	20	0	2	100000	3	110000	4	120000	5	130000	6	140000	7	150000	9	200000	11	220000	12	240000	14	280000	15	320000	16	360000	17	400000	20	500000
142	"신규 조화의보석 옵션 142"	20	0	2	100000	3	110000	4	120000	5	130000	6	140000	7	150000	9	200000	11	220000	12	240000	14	280000	15	320000	16	360000	17	400000	20	500000
143	"신규 조화의보석 옵션 143"	20	0	2	100000	3	110000	4	120000	5	130000	6	140000	7	150000	9	200000	11	220000	12	240000	14	280000	15	320000	16	360000	17	400000	20	500000
144	"신규 조화의보석 옵션 144"	20	0	2	100000	3	110000	4	120000	5	130000	6	140000	7	150000	9	200000	11	220000	12	240000	14	280000	15	320000	16	360000	17	400000	20	500000
145	"신규 조화의보석 옵션 145"	20	0	2	100000	3	110000	4	120000	5	130000	6	140000	7	150000	9	200000	11	220000	12	240000	14	280000	15	320000	16	360000	17	400000	20	500000
146	"신규 조화의보석 옵션 146"	20	0	2	100000	3	110000	4	120000	5	130000	6	140000	7	150000	9	200000	11	220000	12	240000	14	280000	15	320000	16	360000	17	400000	20	500000
147	"신규 조화의보석 옵션 147"	20	0	2	100000	3	110000	4	120000	5	130000	6	140000	7	150000	9	200000	11	220000	12	240000	14	280000	15	320000	16	360000	17	400000	20	500000
148	"신규 조화의보석 옵션 148"	20	0	2	100000	3	110000	4	120000	5	130000	6	140000	7	150000	9	200000	11	220000	12	240000	14	280000	15	320000	16	360000	17	400000	20	500000
149	"신규 조화의보석 옵션 149"	20	0	2	100000	3	110000	4	120000	5	130000	6	140000	7	150000	9	200000	11	220000	12	240000	14	280000	15	320000	16	360000	17	400000	20	500000
150	"신규 조화의보석 옵션 150"	20	0	2	100000	3	110000	4	120000	5	130000	6	140000	7	150000	9	200000	11	220000	12	240000	14	280000	15	320000	16	360000	17	400000	20	500000
151	"신규 조화의보석 옵션 151"	20	0	2	100000	3	110000	4	120000	5	130000	6	140000	7	150000	9	200000	11	220000	12	240000	14	280000	15	320000	16	360000	17	400000	20	500000
152	"신규 조화의보석 옵션 152"	20	0	2	100000	3	110000	4	120000	5	130000	6	140000	7	150000	9	200000	11	220000	12	240000	14	280000	15	320000	16	360000	17	400000	20	500000
153	"신규 조화의보석 옵션 153"	20	0	2	100000	3	110000	4	120000	5	130000	6	140000	7	150000	9	200000	11	220000	12	240000	14	280000	15	320000	16	360000	17	400000	20	500000
154	"신규 조화의보석 옵션 154"	20	0	2	100000	3	110000	4	120000	5	130000	6	140000	7	150000	9	200000	11	220000	12	240000	14	280000	15	320000	16	360000	17	400000	20	500000
155	"신규 조화의보석 옵션 155"	20	0	2	100000	3	110000	4	120000	5	130000	6	140000	7	150000	9	200000	11	220000	12	240000	14	280000	15	320000	16	360000	17	400000	20	500000
156	"신규 조화의보석 옵션 156"	20	0	2	100000	3	110000	4	120000	5	130000	6	140000	7	150000	9	200000	11	220000	12	240000	14	280000	15	320000	16	360000	17	400000	20	500000
157	"신규 조화의보석 옵션 157"	20	0	2	100000	3	110000	4	120000	5	130000	6	140000	7	150000	9	200000	11	220000	12	240000	14	280000	15	320000	16	360000	17	400000	20	500000
158	"신규 조화의보석 옵션 158"	20	0	2	100000	3	110000	4	120000	5	130000	6	140000	7	150000	9	200000	11	220000	12	240000	14	280000	15	320000	16	360000	17	400000	20	500000
159	"신규 조화의보석 옵션 159"	20	0	2	100000	3	110000	4	120000	5	130000	6	140000	7	150000	9	200000	11	220000	12	240000	14	280000	15	320000	16	360000	17	400000	20	500000
160	"신규 조화의보석 옵션 160"	20	0	2	100000	3	110000	4	120000	5	130000	6	140000	7	150000	9	200000	11	220000	12	240000	14	280000	15	320000	16	360000	17	400000	20	500000
161	"신규 조화의보석 옵션 161"	20	0	2	100000	3	110000	4	120000	5	130000	6	140000	7	150000	9	200000	11	220000	12	240000	14	280000	15	320000	16	360000	17	400000	20	500000
162	"신규 조화의보석 옵션 162"	20	0	2	100000	3	110000	4	120000	5	130000	6	140000	7	150000	9	200000	11	220000	12	240000	14	280000	15	320000	16	360000	17	400000	20	500000
163	"신규 조화의보석 옵션 163"	20	0	2	100000	3	110000	4	120000	5	130000	6	140000	7	150000	9	200000	11	220000	12	240000	14	280000	15	320000	16	360000	17	400000	20	500000
164	"신규 조화의보석 옵션 164"	20	0	2	100000	3	110000	4	120000	5	130000	6	140000	7	150000	9	200000	11	220000	12	240000	14	280000	15	320000	16	360000	17	400000	20	500000
165	"신규 조화의보석 옵션 165"	20	0	2	100000	3	110000	4	120000	5	130000	6	140000	7	150000	9	200000	11	220000	12	240000	14	280000	15	320000	16	360000	17	400000	20	500000
166	"신규 조화의보석 옵션 166"	20	0	2	100000	3	110000	4	120000	5	130000	6	140000	7	150000	9	200000	11	220000	12	240000	14	280000	15	320000	16	360000	17	400000	20	500000
167	"신규 조화의보석 옵션 167"	20	0	2	100000	3	110000	4	120000	5	130000	6	140000	7	150000	9	200000	11	220000	12	240000	14	280000	15	320000	16	360000	17	400000	20	500000
168	"신규 조화의보석 옵션 168"	20	0	2	100000	3	110000	4	120000	5	130000	6	140000	7	150000	9	200000	11	220000	12	240000	14	280000	15	320000	16	360000	17	400000	20	500000
169	"신규 조화의보석 옵션 169"	20	0	2	100000	3	110000	4	120000	5	130000	6	140000	7	150000	9	200000	11	220000	12	240000	14	280000	15	320000	16	360000	17	400000	20	500000
170	"신규 조화의보석 옵션 170"	20	0	2	100000	3	110000	4	120000	5	130000	6	140000	7	150000	9	200000	11	220000	12	240000	14	280000	15	320000	16	360000	17	400000	20	500000
171	"신규 조화의보석 옵션 171"	20	0	2	100000	3	110000	4	120000	5	130000	6	140000	7	150000	9	200000	11	220000	12	240000	14	280000	15	320000	16	360000	17	400000	20	500000
172	"신규 조화의보석 옵션 172"	20	0	2	100000	3	110000	4	120000	5	130000	6	140000	7	150000	9	200000	11	220000	12	240000	14	280000	15	320000	16	360000	17	400000	20	500000
173	"신규 조화의보석 옵션 173"	20	0	2	100000	3	110000	4	120000	5	130000	6	140000	7	150000	9	200000	11	220000	12	240000	14	280000	15	320000	16	360000	17	400000	20	500000
174	"신규 조화의보석 옵션 174"	20	0	2	100000	3	110000	4	120000	5	130000	6	140000	7	150000	9	200000	11	220000	12	240000	14	280000	15	320000	16	360000	17	400000	20	500000
175	"신규 조화의보석 옵션 175"	20	0	2	100000	3	110000	4	120000	5	130000	6	140000	7	150000	9	200000	11	220000	12	240000	14	280000	15	320000	16	360000	17	400000	20	500000
176	"신규 조화의보석 옵션 176"	20	0	2	100000	3	110000	4	120000	5	130000	6	140000	7	150000	9	200000	11	220000	12	240000	14	280000	15	320000	16	360000	17	400000	20	500000
177	"신규 조화의보석 옵션 177"	20	0	2	100000	3	110000	4	120000	5	130000	6	140000	7	150000	9	200000	11	220000	12	240000	14	280000	15	320000	16	360000	17	400000	20	500000
178	"신규 조화의보석 옵션 178"	20	0	2	100000	3	110000	4	120000	5	130000	6	140000	7	150000	9	200000	11	220000	12	240000	14	280000	15	320000	16	360000	17	400000	20	500000
179	"신규 조화의보석 옵션 179"	20	0	2	100000	3	110000	4	120000	5	130000	6	140000	7	150000	9	200000	11	220000	12	240000	14	280000	15	320000	16	360000	17	400000	20	500000
180	"신규 조화의보석 옵션 180"	20	0	2	100000	3	110000	4	120000	5	130000	6	140000	7	150000	9	200000	11	220000	12	240000	14	280000	15	320000	16	360000	17	400000	20	500000
181	"신규 조화의보석 옵션 181"	20	0	2	100000	3	110000	4	120000	5	130000	6	140000	7	150000	9	200000	11	220000	12	240000	14	280000	15	320000	16	360000	17	400000	20	500000
182	"신규 조화의보석 옵션 182"	20	0	2	100000	3	110000	4	120000	5	130000	6	140000	7	150000	9	200000	11	220000	12	240000	14	280000	15	320000	16	360000	17	400000	20	500000
183	"신규 조화의보석 옵션 183"	20	0	2	100000	3	110000	4	120000	5	130000	6	140000	7	150000	9	200000	11	220000	12	240000	14	280000	15	320000	16	360000	17	400000	20	500000
184	"신규 조화의보석 옵션 184"	20	0	2	100000	3	110000	4	120000	5	130000	6	140000	7	150000	9	200000	11	220000	12	240000	14	280000	15	320000	16	360000	17	400000	20	500000
185	"신규 조화의보석 옵션 185"	20	0	2	100000	3	110000	4	120000	5	130000	6	140000	7	150000	9	200000	11	220000	12	240000	14	280000	15	320000	16	360000	17	400000	20	500000
186	"신규 조화의보석 옵션 186"	20	0	2	100000	3	110000	4	120000	5	130000	6	140000	7	150000	9	200000	11	220000	12	240000	14	280000	15	320000	16	360000	17	400000	20	500000
187	"신규 조화의보석 옵션 187"	20	0	2	100000	3	110000	4	120000	5	130000	6	140000	7	150000	9	200000	11	220000	12	240000	14	280000	15	320000	16	360000	17	400000	20	500000
188	"신규 조화의보석 옵션 188"	20	0	2	100000	3	110000	4	120000	5	130000	6	140000	7	150000	9	200000	11	220000	12	240000	14	280000	15	320000	16	360000	17	400000	20	500000
